einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
04;Bundeskanzlerin und Bundeskanzleramt;A;Besondere Finanzierungsausgaben;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;68591;772;Zuschuss an die Rundfunkanstalt "Deutsche Welle";nein;59;269470;09;Auslandsrundfunk (Hörfunk und Fernsehen)
04;Bundeskanzlerin und Bundeskanzleramt;A;Besondere Finanzierungsausgaben;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;68592;772;Kosten der Neuordnung im Rundfunkbereich;nein;60;5700;09;Auslandsrundfunk (Hörfunk und Fernsehen)
04;Bundeskanzlerin und Bundeskanzleramt;A;Besondere Finanzierungsausgaben;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;89491;772;Zuschuss für Investitionen der Rundfunkanstalt "Deutsche Welle";nein;60;17715;09;Auslandsrundfunk (Hörfunk und Fernsehen)
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;42101;011;Bezüge der Staatsministerin;ja;60;127;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;60;8518;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;42202;011;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;60;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;42401;011;Zuführung an die Versorgungsrücklage;ja;61;430;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;61;521;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;61;5472;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;44101;840;Beihilfen aufgrund der Beihilfevorschriften;ja;61;1600;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;44301;840;Fürsorgeleistungen und Unterstützungen;ja;61;15;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;44302;313;Inanspruchnahme überbetrieblicher betriebsärztlicher und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit;ja;61;100;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;45202;223;Unfallkasse des Bundes;ja;61;249;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;61;40;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;ja;61;233;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51401;011;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;61;30;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;61;580;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51801;011;Mieten und Pachten;ja;62;55;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51901;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;62;10;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52501;011;Aus- und Fortbildung;ja;62;29;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52601;011;Gerichts- und ähnliche Kosten;ja;62;40;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52602;011;Sachverständige;ja;62;50;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52603;011;Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;ja;62;20;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52701;011;Dienstreisen;ja;62;700;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52703;011;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen;ja;62;180;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;53103;011;Abgeltung von Ansprüchen nach dem Urheberrecht;ja;62;70;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;53999;011;Vermischte Verwaltungsausgaben;ja;63;30;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;54301;011;Veröffentlichung und Dokumentation;ja;63;30;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;54501;011;Konferenzen, Tagungen, Messen und Ausstellungen;ja;63;10;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;54688;012;Förderung des Vorschlagwesens;ja;63;3;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;63403;011;Zuweisungen an den Versorgungsfonds;ja;63;725;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;71101;011;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;63;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;81101;011;Erwerb von Fahrzeugen;ja;63;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke;ja;63;10;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;89410;011;Zuschüsse für national bedeutsame Kulturinvestitionen;ja;63;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51155;011;Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung;ja;64;30;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;51855;011;Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software;ja;64;0;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;52555;011;Aus- und Fortbildung;ja;64;9;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;53255;011;Ausgaben für Aufträge und Dienstleistungen;ja;64;605;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0405;Die Beauftragte der Bundesregierung für Kultur und Medien;81255;011;Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software;ja;64;50;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0406;Bundesarchiv;11101;162;Gebühren, sonstige Entgelte; ;75;500;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0406;Bundesarchiv;11901;162;Einnahmen aus Veröffentlichungen; ;75;0;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0406;Bundesarchiv;11999;162;Vermischte Einnahmen; ;75;302;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0406;Bundesarchiv;12401;162;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;75;22;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0406;Bundesarchiv;13201;162;Erlöse aus der Veräußerung von beweglichen Sachen; ;76;10;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Übrige Einnahmen;0406;Bundesarchiv;28201;162;Einnahmen aus zweckgebundenen Zuschüssen; ;76;0;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Übrige Einnahmen;0406;Bundesarchiv;28208;124;Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben; ;76;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0406;Bundesarchiv;51802;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;77;12127;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Zuweisungen und Zuschüsse (ohne Investitionen);0406;Bundesarchiv;68101;162;Studienbeihilfen für IT Nachwuchskräfte;nein;77;13;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Zuweisungen und Zuschüsse (ohne Investitionen);0406;Bundesarchiv;68701;162;Beiträge an Organisationen;nein;77;41;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;42201;162;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;77;10748;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;42202;162;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;77;230;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;42203;162;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst;ja;77;190;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;42709;162;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;77;2167;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;42801;162;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;78;16054;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;45301;162;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;78;95;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51101;162;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;ja;78;600;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51401;162;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;78;550;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51701;162;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;78;3600;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51801;162;Mieten und Pachten;ja;78;20;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51901;162;Unterhaltung der Grundstücke und baulichen Anlagen;ja;78;350;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;52301;162;Erwerb und Erhaltung von Büchern und Zeitschriften für die wissenschaftliche Bibliothek;ja;78;55;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;52501;162;Aus- und Fortbildung;ja;78;180;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;52601;162;Gerichts- und ähnliche Kosten;ja;78;3;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;52602;162;Sachverständige;ja;79;3;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;52701;162;Dienstreisen;ja;79;310;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;53203;162;Kosten für die Bewachung von Archivgut;ja;79;900;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;53204;162;Kosten der Beschaffung und Erhaltung von Archivalien;ja;79;2100;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;53206;162;Restaurierung von Dokumentar- und Spielfilmen;ja;79;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;53207;162;Maßnahmen zum Erhalt des Filmerbes;ja;79;236;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;53999;162;Vermischte Verwaltungsausgaben;ja;80;450;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;54301;162;Veröffentlichung und Dokumentation;ja;80;350;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;54501;162;Konferenzen, Tagungen, Messen und Ausstellungen;ja;80;120;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;54701;162;Nicht aufteilbare sächliche Verwaltungsausgaben;ja;80;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;63403;162;Zuweisungen an den Versorgungsfonds;ja;81;800;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;71101;162;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;81;200;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;71201;162;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;81;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;81101;162;Erwerb von Fahrzeugen;ja;81;72;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;81201;162;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke;ja;81;900;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51155;162;Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung;ja;81;1100;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;51855;162;Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software;ja;81;120;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;52555;162;Aus- und Fortbildung;ja;81;80;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;53255;162;Ausgaben für Aufträge und Dienstleistungen;ja;81;2300;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0406;Bundesarchiv;81255;162;Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software;ja;82;1000;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;11999;187;Vermischte Einnahmen; ;84;6;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Übrige Einnahmen;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;27201;187;Einnahmen aus Zuschüssen der Europäischen Union; ;84;0;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Übrige Einnahmen;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;84;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51802;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;84;112;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Zuweisungen und Zuschüsse (ohne Investitionen);0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;68401;187;Verwendung der Zuschüsse der Europäischen Union zu Kosten von kulturellen Gemeinschaftsaufgaben;nein;85;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;42201;187;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;85;301;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;42709;187;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;85;2;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;42801;187;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;85;472;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;45301;187;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;85;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51101;187;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;ja;85;33;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51701;187;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;85;25;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51801;187;Mieten und Pachten;ja;85;3;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;52701;187;Dienstreisen;ja;85;15;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;53999;187;Vermischte Verwaltungsausgaben;ja;86;4;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;54301;187;Veröffentlichung und Dokumentation;ja;86;46;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;54401;187;Forschung, Untersuchungen und Ähnliches;ja;86;4;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;54501;187;Konferenzen, Tagungen, Messen und Ausstellungen;ja;86;10;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;63403;187;Zuweisungen an den Versorgungsfonds;ja;86;24;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;81201;187;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke;ja;86;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;53255;187;Ausgaben für Aufträge und Dienstleistungen;ja;87;3;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;53955;187;Vermischte Verwaltungsausgaben;ja;87;4;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;A;;0407;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;81255;187;Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software;ja;87;11;55;Ausgaben für die Informationstechnik
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;11101;162;Gebühren, sonstige Entgelte; ;89;160;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;11901;162;Einnahmen aus Veröffentlichungen; ;89;15;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;11999;162;Vermischte Einnahmen; ;89;6;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;12401;162;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;89;0;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;13201;162;Erlöse aus der Veräußerung von beweglichen Sachen; ;89;15;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51802;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;89;10498;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53201;162;Kosten der Rekonstruktion vorvernichteter Unterlagen;nein;90;2000;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;54201;013;Öffentlichkeitsarbeit;nein;90;20;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42101;162;Bezüge des Bundesbeauftragten für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;ja;90;126;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42201;162;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;90;13499;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42202;162;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;90;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42709;162;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;90;3897;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42801;162;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;90;62263;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;45301;162;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;91;128;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51101;162;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;ja;91;1036;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51401;162;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;91;284;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51701;162;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;91;4082;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51801;162;Mieten und Pachten;ja;91;100;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51901;162;Unterhaltung der Grundstücke und baulichen Anlagen;ja;91;150;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;52501;162;Aus- und Fortbildung;ja;91;300;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;52601;162;Gerichts- und ähnliche Kosten;ja;91;32;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;52602;162;Sachverständige;ja;91;20;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;52701;162;Dienstreisen;ja;91;205;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53204;162;Kosten der Beschaffung und Erhaltung von Archivalien;ja;91;285;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53999;162;Vermischte Verwaltungsausgaben;ja;91;100;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;54301;162;Veröffentlichung und Dokumentation;ja;91;450;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;54401;165;Forschung, Untersuchungen und Ähnliches;ja;92;700;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0408;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;54501;162;Konferenzen, Tagungen, Messen und Ausstellungen;ja;92;200;;
